cluster_key,distributor_margin_admin,handling,cash_discount,quantity_discount,dealer_annual_schemes,contractor_loyalty,jsw_one_ecp,shortage,freight_to_dealer
GUJARAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
